name,team,player_position,penalty_name,penalty_yards
K.Vincent,Carolina,G,Encroachment,20
L.Davis,Dallas,G,Illegal Onside Kick,0
L.Davis,Dallas,G,Illegal Onside Kick,0
L.Davis,Dallas,G,Illegal Motion,0
L.Davis,Dallas,G,Illegally Kicking Ball,0
L.Davis,Dallas,G,Face Mask (5 Yards),0
L.Mankins,New England,G,Unsportsmanlike Conduct,60
L.Mankins,New England,G,Unsportsmanlike Conduct,45
L.Mankins,New England,G,Illegal Blindside Block,0
L.Mankins,New England,G,Defensive Too Many Men on Field,0
L.Mankins,New England,G,Face Mask (5 Yards),0
M.Brisiel,Houston,G,Defensive 12 On-field,0
M.Goff,Kansas City,G,Interference with Opportunity to Catch,0
M.Jean,Philadelphia,G,Lowering the Head to Make Forcible Contact,0
M.Jean,Philadelphia,G,Delay of Game,40
M.Pollak,Indianapolis,G,Illegal Contact,41
M.Pollak,Indianapolis,G,Illegal Peelback,0
M.Ramirez,Detroit,G,Defensive Too Many Men on Field,0
M.Ramirez,Detroit,G,Encroachment,37
M.Ramirez,Detroit,G,Illegal Touch Pass,0
M.Ramirez,Detroit,G,Offensive Pass Interference,10
M.Setterstrom,St. Louis,G,Face Mask (5 Yards),0
M.Slauson,N.Y. Jets,G,Lowering the Head to Initiate Contact,0
M.Williams,Jacksonville,G,Illegal Forward Handoff,0
M.Williams,Jacksonville,G,Illegal Wedge,0
M.Williams,Jacksonville,G,Face Mask (15 Yards),58
M.Williams,Washington,G,Delay of Kickoff,0
M.Wrotto,Seattle,G,Face Mask,0
M.Wrotto,Seattle,G,Roughing the Passer,55
M.Yanda,Baltimore,G,Personal Foul,43
M.Yanda,Baltimore,G,Illegal Motion,5
M.Yanda,Baltimore,G,Illegal Touch Kick,0
M.Yanda,Baltimore,G,Roughing the Kicker,0
N.Cole,Philadelphia,G,Illegal Peelback,0
N.Cole,Philadelphia,G,Defensive Too Many Men on Field,0
N.Cole,Philadelphia,G,Illegal Use of Hands,30
N.Cole,Philadelphia,G,Illegal Blindside Block,10
N.Garner,Miami,G,Lowering the Head to Make Forcible Contact,0
N.Garner,Miami,G,Ineligible Downfield Pass,0
N.Garner,Miami,G,Offside on Free Kick,10
N.Livings,Cincinnati,G,Defensive Holding,31
N.Livings,Cincinnati,G,Taunting,0
N.Livings,Cincinnati,G,Illegal Bat,0
N.Livings,Cincinnati,G,Neutral Zone Infraction,10
Q.Ojinnaka,Atlanta,G,Roughing the Passer,75
Q.Ojinnaka,Atlanta,G,Lowering the Head to Make Forcible Contact,0
Q.Ojinnaka,Atlanta,G,Illegal Formation,15
Q.Ojinnaka,Atlanta,G,Defensive 12 On-field,10
R.Diem,Indianapolis,G,Face Mask (5 Yards),0
R.Diem,Indianapolis,G,Illegal Contact,20
R.Diem,Indianapolis,G,Offensive Holding,411
R.Diem,Indianapolis,G,Illegal Forward Pass,0
R.Diem,Indianapolis,G,Ineligible Downfield Kick,10
R.Diem,Indianapolis,G,Short Free Kick,0
R.Gallery,Oakland,G,Ineligible Downfield Kick,0
R.Gallery,Oakland,G,Illegal Kick/Kicking Loose Ball,0
R.Hadnot,Cleveland,G,Kick Catch Interference,0
R.Hadnot,Cleveland,G,Illegal Onside Kick,0
R.Saffold,St. Louis,G,Taunting,0
R.Seubert,N.Y. Giants,G,Illegal Cut,0
R.Seubert,N.Y. Giants,G,Defensive 12 On-field,0
R.Seubert,N.Y. Giants,G,Illegal Substitution,0
R.Seubert,N.Y. Giants,G,Roughing the Passer,81
R.Seubert,N.Y. Giants,G,Ineligible Downfield Pass,5
R.Sims,Seattle,G,Illegal Block Above the Waist,123
R.Sims,Seattle,G,Illegal Block Above the Waist,93
S.Andrews,Philadelphia,G,Chop Block,0
S.Andrews,Philadelphia,G,Horse Collar Tackle,0
S.Andrews,Philadelphia,G,Offensive 12 On-field,0
S.Andrews,Philadelphia,G,Leaping,0
S.Andrews,Seattle,G,Encroachment,15
S.Hutchinson,Minnesota,G,Running Into the Kicker,10
S.Hutchinson,Minnesota,G,Defensive Offside,65
S.Hutchinson,Minnesota,G,Roughing the Kicker,0
S.Hutchinson,Minnesota,G,Face Mask (5 Yards),0
S.Locklear,Seattle,G,Illegal Formation,25
S.Locklear,Seattle,G,Face Mask,0
S.Locklear,Seattle,G,Illegal Peelback,0
S.Locklear,Seattle,G,Taunting,0
S.Locklear,Seattle,G,Ineligible Downfield Kick,15
S.McKinney,Buffalo,G,Defensive Offside,49
S.McKinney,Buffalo,G,Illegal Double-Team Block,0
S.Mruczkowski,San Diego,G,Illegal Cut,0
S.Mruczkowski,San Diego,G,Neutral Zone Infraction,20
S.Mruczkowski,San Diego,G,Short Free Kick,0
S.Neal,New England,G,Leaping,0
S.Neal,New England,G,Ineligible Downfield Pass,10
S.Neal,New England,G,Roughing the Kicker,0
S.Neal,New England,G,Face Mask (5 Yards),0
S.Peterman,Detroit,G,Illegal Kick,0
S.Peterman,Detroit,G,Player Out of Bounds on Kick,0
S.Peterman,Detroit,G,Player Out of Bounds on Punt,0
S.Peterman,Detroit,G,Clipping,0
T.Green,San Diego,G,Illegal Touch Kick,0
T.Herremans,Philadelphia,G,Defensive Too Many Men on Field,0
T.Herremans,Philadelphia,G,Illegal Contact,19
T.Herremans,Philadelphia,G,Intentional Grounding,38
T.Herremans,Philadelphia,G,Defensive Too Many Men on Field,0
T.Herremans,Philadelphia,G,Kick Catch Interference,0
T.Lang,Green Bay,G,Unsportsmanlike Conduct,45
T.Lang,Green Bay,G,Intentional Grounding,20
T.Lang,Green Bay,G,Illegal Shift,0
T.Wharton,Carolina,G,Kick Catch Interference,0
T.Wharton,Carolina,G,Lowering the Head to Make Forcible Contact,0
T.Wharton,Carolina,G,Illegal Procedure,0
U.Nwaneri,Jacksonville,G,Defensive Holding,37
V.Carey,Miami,G,Invalid Fair Catch Signal,0
V.Carey,Miami,G,Roughing the Kicker,0
V.Carey,Miami,G,Illegal Shift,10
V.Carey,Miami,G,Invalid Fair Catch Signal,0
V.Carey,Miami,G,Tripping,0
V.Manuwai,Jacksonville,G,Invalid Fair Catch Signal,0
V.Manuwai,Jacksonville,G,Illegal Substitution,5
V.Manuwai,Jacksonville,G,Clipping,0
W.Colon,Pittsburgh,G,Illegal Wedge,0
W.Colon,Pittsburgh,G,Delay of Game,67
W.Colon,Pittsburgh,G,Illegal Wedge,0
W.Colon,Pittsburgh,G,Running Into the Kicker,5
W.Colon,Pittsburgh,G,Short Free Kick,0
W.Colon,Pittsburgh,G,Face Mask,0
W.Colon,Pittsburgh,G,Illegal Double-Team Block,0
W.Colon,Pittsburgh,G,Offensive Pass Interference,51
Z.Beadles,Denver,G,False Start,173
A.Davis,Denver,ILB,Kick Catch Interference,0
A.Highsmith,Arizona,ILB,Delay of Kickoff,0
A.Highsmith,Arizona,ILB,Leverage,0
B.Chillar,Green Bay,ILB,Illegal Contact,29
B.Chillar,Green Bay,ILB,Illegal Receiver Pass,0
B.Chillar,Green Bay,ILB,Kickoff Out of Bounds,0
B.Cushing,Houston,ILB,Low Block,0
B.Cushing,Houston,ILB,Unsportsmanlike Conduct,40
B.Cushing,Houston,ILB,Illegal Procedure,0
B.Cushing,Houston,ILB,Illegal Motion,5
B.Cushing,Houston,ILB,Leaping,0
B.James,Dallas,ILB,Clipping,0
B.Poppinga,Green Bay,ILB,Illegal Receiver Pass,0
B.Poppinga,Green Bay,ILB,Illegal Block Above the Waist,112
B.Poppinga,Green Bay,ILB,Illegal Touch Pass,5
B.Poppinga,Green Bay,ILB,Illegal Bat,0
B.Poppinga,Green Bay,ILB,Illegally Kicking Ball,0
B.Scott,N.Y. Jets,ILB,Illegal Shift,5
B.Scott,N.Y. Jets,ILB,Neutral Zone Infraction,25
B.Scott,N.Y. Jets,ILB,Illegal Bat,0
B.Scott,N.Y. Jets,ILB,Fair Catch Interference,0
B.Siler,San Diego,ILB,Illegal Use of Hands,30
C.Crowder,Miami,ILB,Illegal Cut,0
C.Crowder,Miami,ILB,Illegally Kicking Ball,0
C.Crowder,Miami,ILB,Offside on Free Kick,15
C.Mays,Kansas City,ILB,Invalid Fair Catch Signal,5
D.Bowens,Cleveland,ILB,Illegal Kick/Kicking Loose Ball,0
D.Bowens,Cleveland,ILB,Roughing the Kicker,16
D.Connor,Carolina,ILB,Encroachment,15
D.Connor,Carolina,ILB,Disqualification,0
D.Connor,Carolina,ILB,Illegal Forward Handoff,0
D.Harris,N.Y. Jets,ILB,Roughing the Passer,46
D.Harris,N.Y. Jets,ILB,Neutral Zone Infraction,12
D.Hawthorne,Seattle,ILB,Illegal Use of Hands,10
D.Ryans,Houston,ILB,Lowering the Head to Make Forcible Contact,0
D.Ryans,Houston,ILB,Kickoff Out of Bounds,0
D.Ryans,Houston,ILB,Player Out of Bounds on Punt,0
D.Ryans,Houston,ILB,Taunting,0
D.Smith,Jacksonville,ILB,Fair Catch Interference,0
D.Smith,Jacksonville,ILB,Running Into the Kicker,10
D.Washington,Arizona,ILB,Illegal Substitution,5
D.Williams,Denver,ILB,Illegal Block Above the Waist,54
D.Williams,Denver,ILB,Offside on Free Kick,0
D.Williams,Denver,ILB,Tripping,0
D.Williams,Kansas City,ILB,Short Free Kick,0
D.Williams,Kansas City,ILB,Offensive Offside,0
D.Williams,Kansas City,ILB,Roughing the Kicker,0
E.Barton,Cleveland,ILB,Unsportsmanlike Conduct,30
J.Belcher,Kansas City,ILB,Clipping,15
J.Belcher,Kansas City,ILB,Clipping,0
J.Belcher,Kansas City,ILB,Illegal Wedge,0
J.Farrior,Pittsburgh,ILB,Running Into the Kicker,5
K.Dansby,Arizona,ILB,Offside on Free Kick,10
K.Dansby,Arizona,ILB,Ineligible Downfield Pass,15
K.Ellison,Buffalo,ILB,Roughing the Kicker,0
L.Fletcher,Washington,ILB,Illegal Forward Handoff,0
L.Fletcher,Washington,ILB,Intentional Grounding,33
L.Timmons,Pittsburgh,ILB,False Start,159
L.Timmons,Pittsburgh,ILB,Illegal Block Above the Waist,50
L.Timmons,Pittsburgh,ILB,Illegal Touch Kick,0
L.Timmons,Pittsburgh,ILB,Kickoff Out of Bounds,0
L.Timmons,Pittsburgh,ILB,Player Out of Bounds on Punt,0
L.Timmons,Pittsburgh,ILB,Chop Block,12
R.Lewis,Baltimore,ILB,Illegal Onside Kick,0
R.Lewis,Baltimore,ILB,Illegal Kick/Kicking Loose Ball,0
R.Lewis,Baltimore,ILB,Illegally Kicking Ball,0
R.Lewis,Baltimore,ILB,Illegal Contact,21
T.Spikes,San Francisco,ILB,Offside on Free Kick,0
W.Woodyard,Denver,ILB,Roughing the Kicker,0
W.Woodyard,Denver,ILB,Encroachment,15
W.Woodyard,Denver,ILB,Illegal Kick,0
D.Akers,Philadelphia,K,Illegal Motion,10
J.Scobee,Jacksonville,K,Illegal Blindside Block,10
N.Kaeding,San Diego,K,Offensive Pass Interference,50
N.Rackers,Houston,K,Encroachment,30
O.Mare,Seattle,K,Neutral Zone Infraction,30
S.Suisham,Washington,K,False Start,181
A.Barnes,Baltimore,LB,Encroachment,11
A.Barnes,Philadelphia,LB,Illegal Use of Hands,65
A.Curry,Seattle,LB,Delay of Game,20
A.Curry,Seattle,LB,Player Out of Bounds on Punt,0
A.Curry,Seattle,LB,Defensive Pass Interference,181
A.Curry,Seattle,LB,Offensive Too Many Men on Field,0
A.Curry,Seattle,LB,Illegally Kicking Ball,0
A.Curry,Seattle,LB,Illegal Kick/Kicking Loose Ball,0
A.Curry,Seattle,LB,Illegal Shift,10
A.Curry,Seattle,LB,Illegal Peelback,0
A.Frazier,Pittsburgh,LB,Illegal Cut,0
A.Hall,Cleveland,LB,Personal Foul,15
A.Hall,Cleveland,LB,Personal Foul,58
A.Harrison,Cleveland,LB,Unnecessary Roughness,136
A.Harrison,Cleveland,LB,Illegal Double-Team Block,0
A.Harrison,Pittsburgh,LB,Defensive Delay of Game,0
A.Hawk,Green Bay,LB,Unsportsmanlike Conduct,45
A.Hawk,Green Bay,LB,Offside on Free Kick,15
A.Maybin,Buffalo,LB,Defensive 12 On-field,0
A.Maybin,Buffalo,LB,Lowering the Head to Initiate Contact,0
A.Maybin,Buffalo,LB,Running Into the Kicker,15
A.Maybin,Buffalo,LB,Interference with Opportunity to Catch,15
A.Palmer,Buffalo,LB,Leaping,0
A.Palmer,Buffalo,LB,Fair Catch Interference,0
A.Palmer,Detroit,LB,Illegal Block Above the Waist,6
A.Spencer,Dallas,LB,Delay of Game,25
A.Spencer,Dallas,LB,Illegal Double-Team Block,0
A.Spencer,Dallas,LB,Neutral Zone Infraction,30
A.Spencer,Dallas,LB,Illegal Kick/Kicking Loose Ball,0
A.Spencer,Dallas,LB,Illegal Blindside Block,0
A.Spencer,Dallas,LB,Defensive Offside,75
A.Studebaker,Kansas City,LB,Running Into the Kicker,0
B.Carpenter,Dallas,LB,Defensive Offside,39
B.Carpenter,Dallas,LB,False Start,155
B.Costanzo,Cleveland,LB,Leaping,0
B.Costanzo,Cleveland,LB,Illegal Substitution,0
B.Costanzo,Cleveland,LB,Illegal Wedge,0
B.Costanzo,Cleveland,LB,Illegal Motion,5
B.Costanzo,Cleveland,LB,Running Into the Kicker,5
B.Johnson,Cincinnati,LB,Chop Block,7
B.Johnson,Cincinnati,LB,Roughing the Kicker,15
B.Johnson,Cincinnati,LB,Illegal Block Above the Waist,131
B.Johnson,Cincinnati,LB,Illegal Forward Handoff,0
B.Jones,Green Bay,LB,Kickoff Out of Bounds,0
B.Kehl,N.Y. Giants,LB,Unnecessary Roughness,102
B.Kehl,N.Y. Giants,LB,Invalid Fair Catch Signal,0
B.Leber,Minnesota,LB,Kick Catch Interference,0
B.Leber,Minnesota,LB,Unnecessary Roughness,104
B.Orakpo,Washington,LB,Illegal Double-Team Block,0
B.Orakpo,Washington,LB,Face Mask (5 Yards),0
B.Scott,Buffalo,LB,Face Mask,0
B.Smith,Jacksonville,LB,Illegal Wedge,0
C.Anderson,Miami,LB,Short Free Kick,0
C.Chamberlain,St. Louis,LB,Chop Block,0
C.Chamberlain,St. Louis,LB,Illegally Kicking Ball,0
C.Draft,Buffalo,LB,Offside on Free Kick,0
C.Glenn,Indianapolis,LB,Ineligible Downfield Pass,0
C.Glenn,Indianapolis,LB,Illegal Onside Kick,0
C.Gocong,Philadelphia,LB,Illegal Motion,5
C.Haggans,Arizona,LB,Illegal Crackback,0
C.Haggans,Arizona,LB,Roughing the Kicker,0
C.Haggans,Arizona,LB,Neutral Zone Infraction,15
C.Haggans,Arizona,LB,Illegal Kick/Kicking Loose Ball,0
C.Ingram,Jacksonville,LB,Illegally Kicking Ball,0
C.Ingram,Jacksonville,LB,Kick Catch Interference,0
C.Ingram,Jacksonville,LB,Illegal Use of Hands,20
C.Lofton,Atlanta,LB,Lowering the Head to Initiate Contact,0
C.Lofton,Atlanta,LB,Illegal Bat,0
C.Lofton,Atlanta,LB,Illegal Forward Pass,0
C.Lofton,Atlanta,LB,Illegal Forward Pass,5
C.Obiozor,Green Bay,LB,Ineligible Downfield Pass,0
C.Session,Indianapolis,LB,Unsportsmanlike Conduct,40
C.Sintim,N.Y. Giants,LB,Tripping,10
C.Thompson,Houston,LB,Illegal Blindside Block,14
C.Wilson,Washington,LB,Defensive Too Many Men on Field,0
C.Wire,Atlanta,LB,Player Out of Bounds on Kick,0
C.Wire,Atlanta,LB,Illegal Use of Hands,10
D.Bishop,Green Bay,LB,Illegal Contact,25
D.Bishop,Green Bay,LB,Taunting,15
D.Bishop,Green Bay,LB,Illegal Shift,0
D.Bishop,Green Bay,LB,Defensive Pass Interference,167
D.Briggs,San Francisco,LB,Illegal Peelback,0
D.Clark,N.Y. Giants,LB,Defensive Delay of Game,0
D.Ellerbe,Baltimore,LB,Illegal Forward Handoff,0
D.Herron,Kansas City,LB,Delay of Kickoff,0
D.Lewis,Seattle,LB,Delay of Kickoff,0
D.Lewis,Seattle,LB,Personal Foul,90
D.McClover,Chicago,LB,Defensive Offside,66
D.Skuta,Cincinnati,LB,Delay of Kickoff,0
D.Vobora,St. Louis,LB,Illegal Shift,10
D.Vobora,St. Louis,LB,False Start,121
D.Vobora,St. Louis,LB,Intentional Grounding,66
D.Ware,Dallas,LB,Leverage,0
D.Ware,Dallas,LB,Unnecessary Roughness,90
D.Ware,Dallas,LB,Defensive Pass Interference,229
D.Ware,Dallas,LB,Delay of Kickoff,0
D.Ware,Dallas,LB,Horse Collar Tackle,23
D.Ware,Dallas,LB,Illegal Kick,0
D.Ware,Dallas,LB,Lowering the Head to Make Forcible Contact,0
D.Woods,Pittsburgh,LB,Illegal Receiver Pass,0
E.Bakhtiari,Tennessee,LB,Face Mask,0
E.Henderson,Minnesota,LB,Illegal Use of Hands,10
E.Sims,Detroit,LB,Defensive Holding,30
F.Keiaho,Indianapolis,LB,Player Out of Bounds on Punt,0
G.Guyton,New England,LB,Illegal Bat,0
G.Guyton,New England,LB,Unsportsmanlike Conduct,59
G.Hayes,Arizona,LB,Illegal Forward Handoff,0
G.Hayes,Arizona,LB,Illegal Block Above the Waist,70
G.Jones,Jacksonville,LB,Illegal Shift,10
G.McRath,Tennessee,LB,Illegal Substitution,5
G.McRath,Tennessee,LB,Lowering the Head to Initiate Contact,0
G.McRath,Tennessee,LB,Personal Foul,80
G.McRath,Tennessee,LB,Neutral Zone Infraction,5
G.Wilkinson,N.Y. Giants,LB,Illegal Contact,35
H.Blades,Washington,LB,Horse Collar Tackle,39
H.Farwell,Minnesota,LB,Unsportsmanlike Conduct,45
H.Farwell,Minnesota,LB,Illegal Contact,10
I.Ekejiuba,Oakland,LB,Player Out of Bounds on Punt,0
J.Allen,Minnesota,LB,Kick Catch Interference,0
J.Allen,Minnesota,LB,Running Into the Kicker,0
J.Allen,Minnesota,LB,Intentional Grounding,48
J.Alston,Oakland,LB,Offside on Free Kick,10
J.Alston,Oakland,LB,Defensive 12 On-field,5
J.Anderson,Carolina,LB,Clipping,0
J.Anderson,Carolina,LB,Offensive Offside,0
J.Anderson,Carolina,LB,Illegal Blindside Block,0
J.Brinkley,Minnesota,LB,Delay of Kickoff,0
J.Brinkley,Minnesota,LB,Player Out of Bounds on Kick,0
J.Brinkley,Minnesota,LB,Defensive Offside,40
J.Casillas,New Orleans,LB,Encroachment,29
J.Chaney,Philadelphia,LB,Illegal Use of Hands,35
J.Johnson,Baltimore,LB,Illegal Onside Kick,0
J.Johnson,Baltimore,LB,Illegal Kick,10
J.Nading,Houston,LB,Roughing the Passer,45
J.Nading,Houston,LB,Illegal Touch Kick,5
J.Richardson,Oakland,LB,Illegal Blindside Block,0
J.Senn,Carolina,LB,Defensive 12 On-field,5
J.Stamer,Buffalo,LB,Clipping,0
J.Trusnik,Cleveland,LB,Horse Collar Tackle,0
J.Trusnik,Cleveland,LB,Defensive Holding,30
J.Westerman,N.Y. Jets,LB,Interference with Opportunity to Catch,0
J.Westerman,N.Y. Jets,LB,Roughing the Passer,60
J.Williams,Carolina,LB,Illegal Blindside Block,0
J.Williams,Chicago,LB,Taunting,0
J.Williams,Chicago,LB,Taunting,0
K.Asiodu,St. Louis,LB,Defensive Pass Interference,151
K.Asiodu,St. Louis,LB,Interference with Opportunity to Catch,0
K.Bentley,Houston,LB,Ineligible Downfield Kick,5
K.Bentley,Houston,LB,Illegal Crackback,0
K.Fox,Pittsburgh,LB,Clipping,0
K.Mitchell,Buffalo,LB,Illegal Onside Kick,0
K.Mitchell,Buffalo,LB,Unsportsmanlike Conduct,23
K.Morrison,Oakland,LB,Fair Catch Interference,0
K.Onatolu,Minnesota,LB,Illegal Crackback,0
L.Alexander,Washington,LB,Delay of Game,35
L.Alexander,Washington,LB,Tripping,10
L.Houston,Oakland,LB,Offensive 12 On-field,0
L.Izzo,N.Y. Jets,LB,Chop Block,1
L.Izzo,N.Y. Jets,LB,Illegal Blindside Block,0
L.Johnson,Carolina,LB,Illegal Procedure,0
L.Laury,Seattle,LB,Kickoff Out of Bounds,0
L.Williams,Dallas,LB,Illegal Contact,5
L.Woodley,Pittsburgh,LB,Player Out of Bounds on Punt,0
L.Woodley,Pittsburgh,LB,Kick Catch Interference,0
L.Woodley,Pittsburgh,LB,Unnecessary Roughness,143
M.Benard,Cleveland,LB,Low Block,0
M.Benard,Cleveland,LB,Roughing the Passer,62
M.Benard,Cleveland,LB,Horse Collar Tackle,15
M.Boley,N.Y. Giants,LB,False Start,130
M.Boley,N.Y. Giants,LB,Neutral Zone Infraction,19
M.Boley,N.Y. Giants,LB,Face Mask,0
M.Buggs,Buffalo,LB,False Start,174
M.Fokou,Philadelphia,LB,Illegal Touch Pass,0
M.Fokou,Philadelphia,LB,Tripping,20
M.Fokou,Philadelphia,LB,Illegal Cut,0
M.Fokou,Philadelphia,LB,Illegal Touch Pass,0
M.Fokou,Philadelphia,LB,Illegally Kicking Ball,0
M.Harris,San Francisco,LB,Chop Block,0
M.Lawson,San Francisco,LB,Leaping,0
M.McCoy,Tampa Bay,LB,Illegal Kick/Kicking Loose Ball,0
M.Wilhelm,San Francisco,LB,Defensive Offside,81
N.Barnett,Green Bay,LB,Offensive Too Many Men on Field,0
N.Barnett,Green Bay,LB,Defensive Offside,55
N.Barnett,Green Bay,LB,Offensive Offside,0
N.Koutouvides,Tampa Bay,LB,Defensive Delay of Game,0
N.Koutouvides,Tampa Bay,LB,Player Out of Bounds on Punt,0
P.Bailey,Pittsburgh,LB,Defensive Pass Interference,258
P.Bailey,Pittsburgh,LB,Lowering the Head to Make Forcible Contact,0
P.Burgess,Baltimore,LB,Face Mask (15 Yards),105
P.Wheeler,Indianapolis,LB,Illegal Onside Kick,0
P.Wheeler,Indianapolis,LB,False Start,201
P.Wheeler,Indianapolis,LB,Defensive Pass Interference,200
P.Woods,New England,LB,Leaping,0
P.Woods,New England,LB,Neutral Zone Infraction,15
P.Woods,New England,LB,Illegal Use of Hands,20
Q.Groves,Jacksonville,LB,False Start,215
Q.Groves,Jacksonville,LB,Fair Catch Interference,0
R.Brown,Oakland,LB,Interference with Opportunity to Catch,0
R.Jeanty,Cincinnati,LB,Illegal Cut,0
R.Jeanty,Cincinnati,LB,Low Block,0
S.Bradley,Philadelphia,LB,Illegally Kicking Ball,0
S.Cooper,San Diego,LB,Offensive 12 On-field,5
S.Cooper,San Diego,LB,Encroachment,25
S.McKillop,San Francisco,LB,Short Free Kick,0
S.Weatherspoon,Atlanta,LB,Taunting,0
S.Weatherspoon,Atlanta,LB,Invalid Fair Catch Signal,0
S.Williams,Oakland,LB,Lowering the Head to Make Forcible Contact,0
S.Williams,Oakland,LB,Personal Foul,62
T.Brown,Cleveland,LB,Illegal Kick/Kicking Loose Ball,0
T.Cole,Philadelphia,LB,Player Out of Bounds on Kick,0
T.Cole,Philadelphia,LB,Illegal Forward Handoff,0
T.Cole,Philadelphia,LB,Illegal Use of Hands,34
T.Cole,Philadelphia,LB,Neutral Zone Infraction,24
T.Cole,Philadelphia,LB,Illegal Contact,20
T.Cole,Philadelphia,LB,Delay of Game,30
T.Cole,Philadelphia,LB,Interference with Opportunity to Catch,0
T.Dobbins,San Diego,LB,Disqualification,0
T.Dobbins,San Diego,LB,Face Mask,0
T.Dobbins,San Diego,LB,Offensive 12 On-field,3
T.Dobbins,San Diego,LB,Offensive Too Many Men on Field,0
T.Gooden,Baltimore,LB,Low Block,0
T.Gooden,Baltimore,LB,Short Free Kick,0
T.Gooden,Baltimore,LB,Illegal Peelback,0
T.Howard,Oakland,LB,Illegal Forward Pass,0
T.Howard,Oakland,LB,Illegal Peelback,0
V.Butler,Dallas,LB,Illegal Use of Hands,45
W.Herring,Seattle,LB,Offensive Holding,251
Z.Diles,Houston,LB,Illegal Blindside Block,0
Z.Diles,Houston,LB,Illegal Substitution,5
Z.Follett,Detroit,LB,Offensive Holding,352
B.Jennings,San Francisco,LS,Horse Collar Tackle,51
J.Condo,Oakland,LS,Illegal Substitution,0
J.Jansen,Carolina,LS,Personal Foul,30
J.Jansen,Carolina,LS,Lowering the Head to Initiate Contact,0
J.Kyle,New Orleans,LS,Chop Block,15
J.Kyle,New Orleans,LS,Illegal Motion,10
J.Snow,Indianapolis,LS,Invalid Fair Catch Signal,0
L.LaDouceur,Dallas,LS,Ineligible Downfield Pass,0
P.Mannelly,Chicago,LS,Defensive Delay of Game,0
P.Mannelly,Chicago,LS,Face Mask (5 Yards),0
R.Pontbriand,Cleveland,LS,Illegal Touch Pass,6
T.Gafford,Kansas City,LS,Player Out of Bounds on Punt,10
A.Pierce,N.Y. Giants,MLB,Chop Block,24
B.Urlacher,Chicago,MLB,Interference with Opportunity to Catch,0
D.Jones,Cincinnati,MLB,Illegal Onside Kick,0
D.Jones,Cincinnati,MLB,Defensive Delay of Game,5
E.Henderson,Minnesota,MLB,Tripping,0
J.Beason,Carolina,MLB,Defensive Delay of Game,0
J.Laurinaitis,St. Louis,MLB,Kick Catch Interference,0
J.Laurinaitis,St. Louis,MLB,Ineligible Downfield Kick,0
J.McClain,Baltimore,MLB,Fair Catch Interference,0
J.McClain,Baltimore,MLB,Lowering the Head to Initiate Contact,0
J.Trotter,Philadelphia,MLB,Face Mask (15 Yards),60
K.Brooking,Dallas,MLB,Delay of Kickoff,0
K.Brooking,Dallas,MLB,Roughing the Kicker,0
K.Brooking,Dallas,MLB,Clipping,0
L.Foote,Detroit,MLB,Illegal Block Above the Waist,86
L.Foote,Detroit,MLB,Unnecessary Roughness,182
L.Tatupu,Seattle,MLB,Illegal Forward Handoff,0
L.Tatupu,Seattle,MLB,Encroachment,15
N.Roach,Chicago,MLB,Kick Catch Interference,0
N.Roach,Chicago,MLB,Clipping,11
N.Roach,Chicago,MLB,Horse Collar Tackle,12
N.Roach,Chicago,MLB,Illegal Kick/Kicking Loose Ball,0
P.Lenon,St. Louis,MLB,Illegal Forward Handoff,0
P.Lenon,St. Louis,MLB,Illegal Kick/Kicking Loose Ball,0
P.Posluszny,Buffalo,MLB,Player Out of Bounds on Punt,5
R.Maualuga,Cincinnati,MLB,Offensive Offside,0
R.McClain,Oakland,MLB,Roughing the Passer,45
S.Tulloch,Tennessee,MLB,False Start,125
B.Cofield,N.Y. Giants,NT,Horse Collar Tackle,8
B.Cofield,N.Y. Giants,NT,Illegal Contact,25
B.Cofield,N.Y. Giants,NT,Illegal Crackback,0
B.Cofield,N.Y. Giants,NT,Illegal Substitution,10
B.Raji,Green Bay,NT,Unnecessary Roughness,235
B.Robinson,Arizona,NT,Illegal Crackback,0
B.Robinson,Arizona,NT,Illegal Crackback,0
B.Robinson,Arizona,NT,Illegal Procedure,0
C.Hampton,Pittsburgh,NT,Chop Block,0
C.Hampton,Pittsburgh,NT,Illegal Double-Team Block,0
G.Dorsey,Kansas City,NT,Offensive Holding,437
G.Watson,Arizona,NT,False Start,239
G.Watson,Arizona,NT,Illegal Substitution,5
G.Watson,Arizona,NT,Roughing the Passer,60
I.Sopoaga,San Francisco,NT,Illegal Blindside Block,0
J.Alford,Oakland,NT,Illegal Kick/Kicking Loose Ball,0
J.Ferguson,Miami,NT,Defensive 12 On-field,15
J.Henderson,Jacksonville,NT,Ineligible Downfield Kick,10
K.Gregg,Baltimore,NT,Illegal Motion,5
K.Jenkins,N.Y. Jets,NT,Lowering the Head to Make Forcible Contact,0
K.Jenkins,N.Y. Jets,NT,Low Block,15
R.Ayodele,New Orleans,NT,Illegal Forward Handoff,0
R.Ayodele,New Orleans,NT,Illegal Use of Hands,0
R.Ayodele,New Orleans,NT,Interference with Opportunity to Catch,0
R.Ayodele,New Orleans,NT,Disqualification,0
R.Pickett,Green Bay,NT,Illegal Touch Kick,0
R.Pickett,Green Bay,NT,Offensive Holding,318
S.Cody,Houston,NT,Defensive 12 On-field,0
S.Cody,Houston,NT,Illegal Bat,0
SamL.Hill,Detroit,NT,False Start,210
SamL.Hill,Detroit,NT,Defensive Offside,60
