name,team,pos,penalty_name,penalty_yards,total_penalty_yards_by_position,total_penalty_yards_by_player,total_penalty_yards_by_team
B.Johnson,Cincinnati,LB,Illegal Block Above the Waist,131,5825,167,2402
B.Johnson,Cincinnati,LB,Illegal Forward Handoff,0,5825,167,2402
B.Johnson,Cincinnati,LB,Chop Block,7,5825,167,2402
B.Johnson,Cincinnati,LB,Roughing the Kicker,15,5825,167,2402
B.Jones,Green Bay,LB,Kickoff Out of Bounds,0,5825,0,2779
B.Kehl,N.Y. Giants,LB,Unnecessary Roughness,102,5825,102,2567
B.Kehl,N.Y. Giants,LB,Invalid Fair Catch Signal,0,5825,102,2567
B.Leber,Minnesota,LB,Unnecessary Roughness,104,5825,104,2801
B.Leber,Minnesota,LB,Kick Catch Interference,0,5825,104,2801
B.Orakpo,Washington,LB,Face Mask (5 Yards),0,5825,0,2620
B.Orakpo,Washington,LB,Illegal Double-Team Block,0,5825,0,2620
B.Scott,Buffalo,LB,Face Mask,0,5825,30,2445
B.Smith,Jacksonville,LB,Illegal Wedge,0,5825,351,1152
C.Anderson,Miami,LB,Short Free Kick,0,5825,0,1485
C.Chamberlain,St. Louis,LB,Illegally Kicking Ball,0,5825,0,3223
C.Chamberlain,St. Louis,LB,Chop Block,0,5825,0,3223
C.Draft,Buffalo,LB,Offside on Free Kick,0,5825,0,2445
C.Glenn,Indianapolis,LB,Ineligible Downfield Pass,0,5825,0,2374
C.Glenn,Indianapolis,LB,Illegal Onside Kick,0,5825,0,2374
C.Gocong,Philadelphia,LB,Illegal Motion,5,5825,5,2483
C.Haggans,Arizona,LB,Roughing the Kicker,0,5825,15,2580
C.Haggans,Arizona,LB,Illegal Crackback,0,5825,15,2580
C.Haggans,Arizona,LB,Illegal Kick/Kicking Loose Ball,0,5825,15,2580
C.Haggans,Arizona,LB,Neutral Zone Infraction,15,5825,15,2580
C.Ingram,Jacksonville,LB,Illegal Use of Hands,20,5825,20,1152
C.Ingram,Jacksonville,LB,Illegally Kicking Ball,0,5825,20,1152
C.Ingram,Jacksonville,LB,Kick Catch Interference,0,5825,20,1152
C.Lofton,Atlanta,LB,Illegal Bat,0,5825,5,2397
C.Lofton,Atlanta,LB,Lowering the Head to Initiate Contact,0,5825,5,2397
C.Lofton,Atlanta,LB,Illegal Forward Pass,0,5825,5,2397
C.Lofton,Atlanta,LB,Illegal Forward Pass,5,5825,5,2397
C.Obiozor,Green Bay,LB,Ineligible Downfield Pass,0,5825,0,2779
C.Session,Indianapolis,LB,Unsportsmanlike Conduct,40,5825,40,2374
C.Sintim,N.Y. Giants,LB,Tripping,10,5825,10,2567
C.Thompson,Houston,LB,Illegal Blindside Block,14,5825,14,2864
C.Wilson,Washington,LB,Defensive Too Many Men on Field,0,5825,0,2620
C.Wire,Atlanta,LB,Player Out of Bounds on Kick,0,5825,10,2397
C.Wire,Atlanta,LB,Illegal Use of Hands,10,5825,10,2397
D.Bishop,Green Bay,LB,Defensive Pass Interference,167,5825,207,2779
D.Bishop,Green Bay,LB,Taunting,15,5825,207,2779
D.Bishop,Green Bay,LB,Illegal Contact,25,5825,207,2779
D.Bishop,Green Bay,LB,Illegal Shift,0,5825,207,2779
D.Briggs,San Francisco,LB,Illegal Peelback,0,5825,0,3017
D.Clark,N.Y. Giants,LB,Defensive Delay of Game,0,5825,434,2567
D.Ellerbe,Baltimore,LB,Illegal Forward Handoff,0,5825,0,2545
D.Herron,Kansas City,LB,Delay of Kickoff,0,5825,0,2002
D.Lewis,Seattle,LB,Delay of Kickoff,0,5825,100,2119
D.Lewis,Seattle,LB,Personal Foul,90,5825,100,2119
D.McClover,Chicago,LB,Defensive Offside,66,5825,66,2150
D.Skuta,Cincinnati,LB,Delay of Kickoff,0,5825,0,2402
D.Vobora,St. Louis,LB,False Start,121,5825,197,3223
D.Vobora,St. Louis,LB,Illegal Shift,10,5825,197,3223
D.Vobora,St. Louis,LB,Intentional Grounding,66,5825,197,3223
D.Ware,Dallas,LB,Defensive Pass Interference,229,5825,342,3299
D.Ware,Dallas,LB,Lowering the Head to Make Forcible Contact,0,5825,342,3299
D.Ware,Dallas,LB,Delay of Kickoff,0,5825,342,3299
D.Ware,Dallas,LB,Leverage,0,5825,342,3299
D.Ware,Dallas,LB,Horse Collar Tackle,23,5825,342,3299
D.Ware,Dallas,LB,Unnecessary Roughness,90,5825,342,3299
D.Ware,Dallas,LB,Illegal Kick,0,5825,342,3299
D.Woods,Pittsburgh,LB,Illegal Receiver Pass,0,5825,0,2891
E.Bakhtiari,Tennessee,LB,Face Mask,0,5825,0,2041
E.Henderson,Minnesota,LB,Illegal Use of Hands,10,5825,10,2801
E.Sims,Detroit,LB,Defensive Holding,30,5825,30,3435
F.Keiaho,Indianapolis,LB,Player Out of Bounds on Punt,0,5825,0,2374
G.Guyton,New England,LB,Illegal Bat,0,5825,59,1521
G.Guyton,New England,LB,Unsportsmanlike Conduct,59,5825,59,1521
G.Hayes,Arizona,LB,Illegal Block Above the Waist,70,5825,102,2580
G.Hayes,Arizona,LB,Illegal Forward Handoff,0,5825,102,2580
G.Jones,Jacksonville,LB,Illegal Shift,10,5825,10,1152
G.McRath,Tennessee,LB,Lowering the Head to Initiate Contact,0,5825,90,2041
G.McRath,Tennessee,LB,Neutral Zone Infraction,5,5825,90,2041
G.McRath,Tennessee,LB,Personal Foul,80,5825,90,2041
G.McRath,Tennessee,LB,Illegal Substitution,5,5825,90,2041
G.Wilkinson,N.Y. Giants,LB,Illegal Contact,35,5825,35,2567
H.Blades,Washington,LB,Horse Collar Tackle,39,5825,39,2620
H.Farwell,Minnesota,LB,Unsportsmanlike Conduct,45,5825,55,2801
H.Farwell,Minnesota,LB,Illegal Contact,10,5825,55,2801
I.Ekejiuba,Oakland,LB,Player Out of Bounds on Punt,0,5825,0,2033
J.Allen,Minnesota,LB,Kick Catch Interference,0,5825,63,2801
J.Allen,Minnesota,LB,Intentional Grounding,48,5825,63,2801
J.Allen,Minnesota,LB,Running Into the Kicker,0,5825,63,2801
J.Alston,Oakland,LB,Defensive 12 On-field,5,5825,15,2033
J.Alston,Oakland,LB,Offside on Free Kick,10,5825,15,2033
J.Anderson,Carolina,LB,Offensive Offside,0,5825,0,1229
J.Anderson,Carolina,LB,Clipping,0,5825,0,1229
J.Anderson,Carolina,LB,Illegal Blindside Block,0,5825,0,1229
J.Brinkley,Minnesota,LB,Player Out of Bounds on Kick,0,5825,40,2801
J.Brinkley,Minnesota,LB,Defensive Offside,40,5825,40,2801
J.Brinkley,Minnesota,LB,Delay of Kickoff,0,5825,40,2801
J.Casillas,New Orleans,LB,Encroachment,29,5825,29,2485
J.Chaney,Philadelphia,LB,Illegal Use of Hands,35,5825,35,2483
J.Johnson,Baltimore,LB,Illegal Onside Kick,0,5825,45,2545
J.Johnson,Baltimore,LB,Illegal Kick,10,5825,45,2545
J.Nading,Houston,LB,Illegal Touch Kick,5,5825,50,2864
J.Nading,Houston,LB,Roughing the Passer,45,5825,50,2864
J.Richardson,Oakland,LB,Illegal Blindside Block,0,5825,0,2033
J.Senn,Carolina,LB,Defensive 12 On-field,5,5825,5,1229
J.Stamer,Buffalo,LB,Clipping,0,5825,0,2445
J.Trusnik,Cleveland,LB,Horse Collar Tackle,0,5825,30,2490
J.Trusnik,Cleveland,LB,Defensive Holding,30,5825,30,2490
J.Westerman,N.Y. Jets,LB,Interference with Opportunity to Catch,0,5825,60,2426
J.Westerman,N.Y. Jets,LB,Roughing the Passer,60,5825,60,2426
J.Williams,Carolina,LB,Illegal Blindside Block,0,5825,0,1229
J.Williams,Chicago,LB,Taunting,0,5825,0,2150
K.Asiodu,St. Louis,LB,Interference with Opportunity to Catch,0,5825,151,3223
K.Asiodu,St. Louis,LB,Defensive Pass Interference,151,5825,151,3223
K.Bentley,Houston,LB,Illegal Crackback,0,5825,5,2864
K.Bentley,Houston,LB,Ineligible Downfield Kick,5,5825,5,2864
K.Fox,Pittsburgh,LB,Clipping,0,5825,0,2891
K.Mitchell,Buffalo,LB,Illegal Onside Kick,0,5825,23,2445
K.Mitchell,Buffalo,LB,Unsportsmanlike Conduct,23,5825,23,2445
K.Morrison,Oakland,LB,Fair Catch Interference,0,5825,0,2033
K.Onatolu,Minnesota,LB,Illegal Crackback,0,5825,0,2801
L.Alexander,Washington,LB,Tripping,10,5825,45,2620
L.Alexander,Washington,LB,Delay of Game,35,5825,45,2620
L.Houston,Oakland,LB,Offensive 12 On-field,0,5825,0,2033
L.Izzo,N.Y. Jets,LB,Illegal Blindside Block,0,5825,1,2426
L.Izzo,N.Y. Jets,LB,Chop Block,1,5825,1,2426
L.Johnson,Carolina,LB,Illegal Procedure,0,5825,0,1229
L.Laury,Seattle,LB,Kickoff Out of Bounds,0,5825,0,2119
L.Williams,Dallas,LB,Illegal Contact,5,5825,5,3299
L.Woodley,Pittsburgh,LB,Player Out of Bounds on Punt,0,5825,143,2891
L.Woodley,Pittsburgh,LB,Kick Catch Interference,0,5825,143,2891
L.Woodley,Pittsburgh,LB,Unnecessary Roughness,143,5825,143,2891
M.Benard,Cleveland,LB,Roughing the Passer,62,5825,77,2490
M.Benard,Cleveland,LB,Low Block,0,5825,77,2490
M.Benard,Cleveland,LB,Horse Collar Tackle,15,5825,77,2490
M.Boley,N.Y. Giants,LB,False Start,130,5825,149,2567
M.Boley,N.Y. Giants,LB,Neutral Zone Infraction,19,5825,149,2567
M.Boley,N.Y. Giants,LB,Face Mask,0,5825,149,2567
M.Buggs,Buffalo,LB,False Start,174,5825,174,2445
M.Fokou,Philadelphia,LB,Illegally Kicking Ball,0,5825,20,2483
M.Fokou,Philadelphia,LB,Illegal Cut,0,5825,20,2483
M.Fokou,Philadelphia,LB,Tripping,20,5825,20,2483
M.Fokou,Philadelphia,LB,Illegal Touch Pass,0,5825,20,2483
M.Harris,San Francisco,LB,Chop Block,0,5825,0,3017
M.Lawson,San Francisco,LB,Leaping,0,5825,0,3017
M.McCoy,Tampa Bay,LB,Illegal Kick/Kicking Loose Ball,0,5825,0,2548
M.Wilhelm,San Francisco,LB,Defensive Offside,81,5825,81,3017
N.Barnett,Green Bay,LB,Offensive Offside,0,5825,55,2779
N.Barnett,Green Bay,LB,Offensive Too Many Men on Field,0,5825,55,2779
N.Barnett,Green Bay,LB,Defensive Offside,55,5825,55,2779
N.Koutouvides,Tampa Bay,LB,Player Out of Bounds on Punt,0,5825,0,2548
N.Koutouvides,Tampa Bay,LB,Defensive Delay of Game,0,5825,0,2548
P.Bailey,Pittsburgh,LB,Defensive Pass Interference,258,5825,258,2891
P.Bailey,Pittsburgh,LB,Lowering the Head to Make Forcible Contact,0,5825,258,2891
P.Burgess,Baltimore,LB,Face Mask (15 Yards),105,5825,105,2545
P.Wheeler,Indianapolis,LB,Defensive Pass Interference,200,5825,401,2374
P.Wheeler,Indianapolis,LB,False Start,201,5825,401,2374
P.Wheeler,Indianapolis,LB,Illegal Onside Kick,0,5825,401,2374
P.Woods,New England,LB,Neutral Zone Infraction,15,5825,35,1521
P.Woods,New England,LB,Illegal Use of Hands,20,5825,35,1521
P.Woods,New England,LB,Leaping,0,5825,35,1521
Q.Groves,Jacksonville,LB,False Start,215,5825,215,1152
Q.Groves,Jacksonville,LB,Fair Catch Interference,0,5825,215,1152
R.Brown,Oakland,LB,Interference with Opportunity to Catch,0,5825,206,2033
R.Jeanty,Cincinnati,LB,Low Block,0,5825,0,2402
R.Jeanty,Cincinnati,LB,Illegal Cut,0,5825,0,2402
S.Bradley,Philadelphia,LB,Illegally Kicking Ball,0,5825,0,2483
S.Cooper,San Diego,LB,Offensive 12 On-field,5,5825,30,2124
S.Cooper,San Diego,LB,Encroachment,25,5825,30,2124
S.McKillop,San Francisco,LB,Short Free Kick,0,5825,0,3017
S.Weatherspoon,Atlanta,LB,Taunting,0,5825,0,2397
S.Weatherspoon,Atlanta,LB,Invalid Fair Catch Signal,0,5825,0,2397
S.Williams,Oakland,LB,Lowering the Head to Make Forcible Contact,0,5825,62,2033
S.Williams,Oakland,LB,Personal Foul,62,5825,62,2033
T.Brown,Cleveland,LB,Illegal Kick/Kicking Loose Ball,0,5825,79,2490
T.Cole,Philadelphia,LB,Interference with Opportunity to Catch,0,5825,108,2483
T.Cole,Philadelphia,LB,Neutral Zone Infraction,24,5825,108,2483
T.Cole,Philadelphia,LB,Illegal Use of Hands,34,5825,108,2483
T.Cole,Philadelphia,LB,Delay of Game,30,5825,108,2483
T.Cole,Philadelphia,LB,Illegal Contact,20,5825,108,2483
T.Cole,Philadelphia,LB,Illegal Forward Handoff,0,5825,108,2483
T.Cole,Philadelphia,LB,Player Out of Bounds on Kick,0,5825,108,2483
T.Dobbins,San Diego,LB,Face Mask,0,5825,3,2124
T.Dobbins,San Diego,LB,Offensive Too Many Men on Field,0,5825,3,2124
T.Dobbins,San Diego,LB,Disqualification,0,5825,3,2124
T.Dobbins,San Diego,LB,Offensive 12 On-field,3,5825,3,2124
T.Gooden,Baltimore,LB,Low Block,0,5825,0,2545
T.Gooden,Baltimore,LB,Short Free Kick,0,5825,0,2545
T.Gooden,Baltimore,LB,Illegal Peelback,0,5825,0,2545
T.Howard,Oakland,LB,Illegal Forward Pass,0,5825,0,2033
T.Howard,Oakland,LB,Illegal Peelback,0,5825,0,2033
V.Butler,Dallas,LB,Illegal Use of Hands,45,5825,45,3299
W.Herring,Seattle,LB,Offensive Holding,251,5825,251,2119
Z.Diles,Houston,LB,Illegal Substitution,5,5825,5,2864
Z.Diles,Houston,LB,Illegal Blindside Block,0,5825,5,2864
Z.Follett,Detroit,LB,Offensive Holding,352,5825,352,3435
B.Jennings,San Francisco,LS,Horse Collar Tackle,51,122,51,3017
J.Condo,Oakland,LS,Illegal Substitution,0,122,0,2033
J.Jansen,Carolina,LS,Personal Foul,30,122,30,1229
J.Jansen,Carolina,LS,Lowering the Head to Initiate Contact,0,122,30,1229
J.Kyle,New Orleans,LS,Illegal Motion,10,122,25,2485
J.Kyle,New Orleans,LS,Chop Block,15,122,25,2485
J.Snow,Indianapolis,LS,Invalid Fair Catch Signal,0,122,0,2374
L.LaDouceur,Dallas,LS,Ineligible Downfield Pass,0,122,0,3299
P.Mannelly,Chicago,LS,Face Mask (5 Yards),0,122,0,2150
P.Mannelly,Chicago,LS,Defensive Delay of Game,0,122,0,2150
R.Pontbriand,Cleveland,LS,Illegal Touch Pass,6,122,6,2490
T.Gafford,Kansas City,LS,Player Out of Bounds on Punt,10,122,10,2002
A.Pierce,N.Y. Giants,MLB,Chop Block,24,570,24,2567
B.Urlacher,Chicago,MLB,Interference with Opportunity to Catch,0,570,0,2150
D.Jones,Cincinnati,MLB,Defensive Delay of Game,5,570,5,2402
D.Jones,Cincinnati,MLB,Illegal Onside Kick,0,570,5,2402
E.Henderson,Minnesota,MLB,Tripping,0,570,10,2801
J.Beason,Carolina,MLB,Defensive Delay of Game,0,570,0,1229
J.Laurinaitis,St. Louis,MLB,Ineligible Downfield Kick,0,570,0,3223
J.Laurinaitis,St. Louis,MLB,Kick Catch Interference,0,570,0,3223
J.McClain,Baltimore,MLB,Fair Catch Interference,0,570,0,2545
J.McClain,Baltimore,MLB,Lowering the Head to Initiate Contact,0,570,0,2545
J.Trotter,Philadelphia,MLB,Face Mask (15 Yards),60,570,60,2483
K.Brooking,Dallas,MLB,Roughing the Kicker,0,570,0,3299
K.Brooking,Dallas,MLB,Clipping,0,570,0,3299
K.Brooking,Dallas,MLB,Delay of Kickoff,0,570,0,3299
L.Foote,Detroit,MLB,Illegal Block Above the Waist,86,570,268,3435
L.Foote,Detroit,MLB,Unnecessary Roughness,182,570,268,3435
L.Tatupu,Seattle,MLB,Illegal Forward Handoff,0,570,15,2119
L.Tatupu,Seattle,MLB,Encroachment,15,570,15,2119
N.Roach,Chicago,MLB,Horse Collar Tackle,12,570,23,2150
N.Roach,Chicago,MLB,Clipping,11,570,23,2150
N.Roach,Chicago,MLB,Kick Catch Interference,0,570,23,2150
N.Roach,Chicago,MLB,Illegal Kick/Kicking Loose Ball,0,570,23,2150
P.Lenon,St. Louis,MLB,Illegal Forward Handoff,0,570,0,3223
P.Lenon,St. Louis,MLB,Illegal Kick/Kicking Loose Ball,0,570,0,3223
P.Posluszny,Buffalo,MLB,Player Out of Bounds on Punt,5,570,5,2445
R.Maualuga,Cincinnati,MLB,Offensive Offside,0,570,0,2402
R.McClain,Oakland,MLB,Roughing the Passer,45,570,45,2033
S.Tulloch,Tennessee,MLB,False Start,125,570,125,2041
B.Cofield,N.Y. Giants,NT,Illegal Contact,25,1958,43,2567
B.Cofield,N.Y. Giants,NT,Horse Collar Tackle,8,1958,43,2567
B.Cofield,N.Y. Giants,NT,Illegal Substitution,10,1958,43,2567
B.Cofield,N.Y. Giants,NT,Illegal Crackback,0,1958,43,2567
B.Raji,Green Bay,NT,Unnecessary Roughness,235,1958,235,2779
B.Robinson,Arizona,NT,Illegal Crackback,0,1958,0,2580
B.Robinson,Arizona,NT,Illegal Procedure,0,1958,0,2580
C.Hampton,Pittsburgh,NT,Chop Block,0,1958,0,2891
C.Hampton,Pittsburgh,NT,Illegal Double-Team Block,0,1958,0,2891
G.Dorsey,Kansas City,NT,Offensive Holding,437,1958,437,2002
G.Watson,Arizona,NT,False Start,239,1958,304,2580
G.Watson,Arizona,NT,Roughing the Passer,60,1958,304,2580
G.Watson,Arizona,NT,Illegal Substitution,5,1958,304,2580
I.Sopoaga,San Francisco,NT,Illegal Blindside Block,0,1958,0,3017
J.Alford,Oakland,NT,Illegal Kick/Kicking Loose Ball,0,1958,0,2033
J.Ferguson,Miami,NT,Defensive 12 On-field,15,1958,15,1485
J.Henderson,Jacksonville,NT,Ineligible Downfield Kick,10,1958,10,1152
K.Gregg,Baltimore,NT,Illegal Motion,5,1958,5,2545
K.Jenkins,N.Y. Jets,NT,Lowering the Head to Make Forcible Contact,0,1958,15,2426
K.Jenkins,N.Y. Jets,NT,Low Block,15,1958,15,2426
R.Ayodele,New Orleans,NT,Illegal Use of Hands,0,1958,0,2485
R.Ayodele,New Orleans,NT,Disqualification,0,1958,0,2485
R.Ayodele,New Orleans,NT,Illegal Forward Handoff,0,1958,0,2485
R.Ayodele,New Orleans,NT,Interference with Opportunity to Catch,0,1958,0,2485
R.Pickett,Green Bay,NT,Illegal Touch Kick,0,1958,318,2779
R.Pickett,Green Bay,NT,Offensive Holding,318,1958,318,2779
S.Cody,Houston,NT,Defensive 12 On-field,0,1958,0,2864
S.Cody,Houston,NT,Illegal Bat,0,1958,0,2864
SamL.Hill,Detroit,NT,Defensive Offside,60,1958,270,3435
SamL.Hill,Detroit,NT,False Start,210,1958,270,3435
T.Jamison,Houston,NT,Unnecessary Roughness,236,1958,236,2864
V.Wilfork,New England,NT,Fair Catch Interference,0,1958,70,1521
V.Wilfork,New England,NT,Disqualification,0,1958,70,1521
V.Wilfork,New England,NT,Unnecessary Roughness,70,1958,70,1521
J.Bitonio,Cleveland,OL,Illegal Motion,5,5,5,2490
A.Brooks,San Francisco,OLB,Offensive 12 On-field,0,2672,71,3017
A.Brooks,San Francisco,OLB,Roughing the Passer,23,2672,71,3017
A.Brooks,San Francisco,OLB,Encroachment,16,2672,71,3017
A.Brooks,San Francisco,OLB,Leaping,0,2672,71,3017
A.Brooks,San Francisco,OLB,Defensive Holding,32,2672,71,3017
A.Hayward,Tampa Bay,OLB,Horse Collar Tackle,15,2672,15,2548
A.Thomas,New England,OLB,Face Mask,0,2672,105,1521
A.Thomas,New England,OLB,Illegal Block Above the Waist,105,2672,105,1521
B.Berry,Arizona,OLB,Lowering the Head to Initiate Contact,0,2672,0,2580
C.Allred,Tennessee,OLB,Offside on Free Kick,5,2672,5,2041
C.Barwin,Houston,OLB,Illegal Use of Hands,10,2672,24,2864
C.Barwin,Houston,OLB,Horse Collar Tackle,9,2672,24,2864
C.Barwin,Houston,OLB,Illegal Bat,0,2672,24,2864
C.Barwin,Houston,OLB,Illegal Shift,5,2672,24,2864
C.Blackburn,N.Y. Giants,OLB,Offensive Offside,0,2672,0,2567
C.Matthews,Green Bay,OLB,Clipping,0,2672,23,2779
C.Matthews,Green Bay,OLB,Illegal Substitution,0,2672,23,2779
C.Matthews,Green Bay,OLB,Low Block,23,2672,23,2779
C.Matthews,Green Bay,OLB,Illegal Wedge,0,2672,23,2779
C.Okeafor,Arizona,OLB,Defensive Too Many Men on Field,0,2672,0,2580
C.Pace,N.Y. Jets,OLB,Disqualification,0,2672,0,2426
C.Pace,N.Y. Jets,OLB,Low Block,0,2672,0,2426
D.Freeney,Indianapolis,OLB,Kickoff Out of Bounds,0,2672,163,2374
D.Freeney,Indianapolis,OLB,Illegal Crackback,0,2672,163,2374
D.Freeney,Indianapolis,OLB,Face Mask (15 Yards),13,2672,163,2374
D.Freeney,Indianapolis,OLB,Face Mask (15 Yards),150,2672,163,2374
D.Morgan,Tennessee,OLB,Encroachment,26,2672,26,2041
D.Thornton,Tennessee,OLB,Short Free Kick,0,2672,0,2041
E.Dumervil,Denver,OLB,Illegal Bat,0,2672,15,1941
E.Dumervil,Denver,OLB,Illegal Touch Pass,0,2672,15,1941
E.Dumervil,Denver,OLB,Horse Collar Tackle,15,2672,15,1941
E.Dumervil,Denver,OLB,Lowering the Head to Make Forcible Contact,0,2672,15,1941
E.Walden,Miami,OLB,Defensive Too Many Men on Field,0,2672,5,1485
E.Walden,Miami,OLB,Player Out of Bounds on Punt,5,2672,5,1485
E.Walden,Miami,OLB,Invalid Fair Catch Signal,0,2672,5,1485
F.Zombo,Green Bay,OLB,Leverage,0,2672,0,2779
G.Hayes,Tampa Bay,OLB,Horse Collar Tackle,15,2672,102,2548
G.Hayes,Tampa Bay,OLB,Illegal Crackback,0,2672,102,2548
G.Hayes,Tampa Bay,OLB,Defensive Offside,17,2672,102,2548
J.Abraham,Atlanta,OLB,Delay of Kickoff,0,2672,10,2397
J.Abraham,Atlanta,OLB,Encroachment,10,2672,10,2397
J.Harrison,Pittsburgh,OLB,Personal Foul,73,2672,90,2891
J.Harrison,Pittsburgh,OLB,Unsportsmanlike Conduct,17,2672,90,2891
J.Harrison,Pittsburgh,OLB,Delay of Kickoff,0,2672,90,2891
J.Peppers,Chicago,OLB,Illegal Cut,0,2672,0,2150
J.Peterson,Detroit,OLB,Player Out of Bounds on Kick,0,2672,25,3435
J.Peterson,Detroit,OLB,Horse Collar Tackle,0,2672,25,3435
J.Peterson,Detroit,OLB,Illegal Receiver Pass,0,2672,25,3435
J.Peterson,Detroit,OLB,Illegal Block Above the Waist,25,2672,25,3435
J.Porter,Miami,OLB,False Start,161,2672,161,1485
J.Porter,Miami,OLB,Kickoff Out of Bounds,0,2672,161,1485
J.Taylor,Miami,OLB,Encroachment,25,2672,90,1485
J.Taylor,Miami,OLB,Illegal Bat,0,2672,90,1485
J.Taylor,Miami,OLB,Illegal Double-Team Block,0,2672,90,1485
J.Taylor,Miami,OLB,Fair Catch Interference,15,2672,90,1485
J.Taylor,N.Y. Jets,OLB,Neutral Zone Infraction,50,2672,90,2426
J.Vilma,New Orleans,OLB,Illegal Block Above the Waist,94,2672,94,2485
J.Vilma,New Orleans,OLB,Illegal Double-Team Block,0,2672,94,2485
K.Biermann,Atlanta,OLB,Unnecessary Roughness,140,2672,185,2397
K.Biermann,Atlanta,OLB,Unsportsmanlike Conduct,45,2672,185,2397
K.Biermann,Atlanta,OLB,Running Into the Kicker,0,2672,185,2397
K.Bulluck,N.Y. Giants,OLB,Ineligible Downfield Pass,0,2672,131,2567
K.Bulluck,Tennessee,OLB,Illegal Crackback,0,2672,131,2041
K.Bulluck,Tennessee,OLB,Defensive Pass Interference,131,2672,131,2041
K.Burnett,San Diego,OLB,Illegal Touch Pass,0,2672,0,2124
K.Burnett,San Diego,OLB,Delay of Kickoff,0,2672,0,2124
K.Maiava,Cleveland,OLB,Offensive Too Many Men on Field,0,2672,239,2490
K.Maiava,Cleveland,OLB,Offensive Holding,171,2672,239,2490
K.Maiava,Cleveland,OLB,Personal Foul,63,2672,239,2490
K.Maiava,Cleveland,OLB,Defensive Delay of Game,5,2672,239,2490
K.Misi,Miami,OLB,Unnecessary Roughness,70,2672,70,1485
K.Rivers,Cincinnati,OLB,Face Mask,0,2672,0,2402
K.Wimbley,Cleveland,OLB,Offensive Offside,0,2672,5,2490
K.Wimbley,Cleveland,OLB,Offside on Free Kick,5,2672,5,2490
M.Haggan,Denver,OLB,Face Mask (5 Yards),0,2672,0,1941
M.Haggan,Denver,OLB,Illegal Touch Pass,0,2672,0,1941
M.Haggan,Denver,OLB,Disqualification,0,2672,0,1941
M.Mitchell,New Orleans,OLB,Offside on Free Kick,5,2672,5,2485
M.Mitchell,New Orleans,OLB,Illegal Procedure,0,2672,5,2485
M.Mitchell,New Orleans,OLB,Illegal Shift,0,2672,5,2485
M.Peterson,Atlanta,OLB,Illegal Shift,5,2672,5,2397
M.Peterson,Atlanta,OLB,Illegal Wedge,0,2672,5,2397
M.Peterson,Atlanta,OLB,Delay of Kickoff,0,2672,5,2397
M.Shaughnessy,Oakland,OLB,Running Into the Kicker,0,2672,5,2033
M.Shaughnessy,Oakland,OLB,Ineligible Downfield Kick,5,2672,5,2033
M.Vrabel,Kansas City,OLB,Defensive Delay of Game,0,2672,0,2002
N.Harris,Carolina,OLB,Horse Collar Tackle,36,2672,36,1229
Nic.Harris,Buffalo,OLB,Roughing the Passer,102,2672,102,2445
Nic.Harris,Buffalo,OLB,Illegal Kick/Kicking Loose Ball,0,2672,102,2445
P.Haralson,San Francisco,OLB,Interference with Opportunity to Catch,0,2672,131,3017
P.Haralson,San Francisco,OLB,Horse Collar Tackle,6,2672,131,3017
P.Haralson,San Francisco,OLB,Short Free Kick,0,2672,131,3017
P.Haralson,San Francisco,OLB,Delay of Game,35,2672,131,3017
P.Haralson,San Francisco,OLB,Illegally Kicking Ball,0,2672,131,3017
P.Haralson,San Francisco,OLB,Illegal Bat,0,2672,131,3017
P.Haralson,San Francisco,OLB,Defensive Offside,90,2672,131,3017
P.Kruger,Baltimore,OLB,Roughing the Kicker,0,2672,0,2545
Q.Black,Tampa Bay,OLB,Intentional Grounding,10,2672,38,2548
Q.Black,Tampa Bay,OLB,Illegal Contact,25,2672,38,2548
Q.Black,Tampa Bay,OLB,Illegal Crackback,0,2672,38,2548
Q.Black,Tampa Bay,OLB,Leverage,3,2672,38,2548
Q.Black,Tampa Bay,OLB,Illegally Kicking Ball,0,2672,38,2548
R.Allen,Jacksonville,OLB,Illegal Procedure,0,2672,31,1152
R.Allen,Jacksonville,OLB,Roughing the Passer,31,2672,31,1152
R.Allen,Jacksonville,OLB,Lowering the Head to Initiate Contact,0,2672,31,1152
R.Mathis,Indianapolis,OLB,Illegal Block Above the Waist,50,2672,60,2374
R.Mathis,Indianapolis,OLB,Offensive 12 On-field,0,2672,60,2374
S.Nicholas,Atlanta,OLB,Offensive Too Many Men on Field,0,2672,0,2397
S.Phillips,San Diego,OLB,Horse Collar Tackle,0,2672,0,2124
S.Phillips,San Diego,OLB,Illegal Procedure,0,2672,0,2124
S.Phillips,San Diego,OLB,Lowering the Head to Initiate Contact,0,2672,0,2124
S.Phillips,San Diego,OLB,Player Out of Bounds on Kick,0,2672,0,2124
S.Phillips,San Diego,OLB,Offensive Too Many Men on Field,0,2672,0,2124
T.Banta-Cain,New England,OLB,Illegal Peelback,0,2672,10,1521
T.Banta-Cain,New England,OLB,Illegal Shift,10,2672,10,1521
T.Banta-Cain,New England,OLB,Offensive 12 On-field,0,2672,10,1521
T.Davis,Carolina,OLB,Illegal Contact,10,2672,10,1229
T.Hali,Kansas City,OLB,Encroachment,20,2672,20,2002
T.Suggs,Baltimore,OLB,Illegal Block Above the Waist,88,2672,265,2545
T.Suggs,Baltimore,OLB,Delay of Game,41,2672,265,2545
